data,ticker,preco_fechamento_ajustado,volume_negociado,dy
2020-10-31,CSNA3,14.77,226200608.0,0.0004319314157740994
2020-11-30,CSNA3,16.91,269025575.0,0.0003773658562313909
2020-12-31,CSNA3,22.91,333165027.0,0.0002785516885400314
2021-01-31,CSNA3,21.87,731392075.0,0.0002918378710526316
2021-02-28,CSNA3,23.64,773735906.0,0.000269907857620931
2021-03-31,CSNA3,27.26,501598858.0,0.0002340863134564644
2021-04-30,CSNA3,35.38,582431600.0,0.01345438771010368
2021-05-31,CSNA3,32.74,325504209.0,0.014535829478628673
2021-06-30,CSNA3,32.07,379166338.0,0.014843133898158672
2021-07-31,CSNA3,34.08,671170252.0,0.041090056703529415
2021-08-31,CSNA3,26.12,534971955.0,0.0551049957226047
2021-09-30,CSNA3,21.53,491405055.0,0.06686251830455969
2021-10-31,CSNA3,17.07,353243452.0,0.08432660890649692
2021-11-30,CSNA3,16.3,360509874.0,0.08827941869898896
2021-12-31,CSNA3,18.72,207807624.0,0.07686915369707883
2022-01-31,CSNA3,19.27,307949081.0,0.08271213998120595
2022-02-28,CSNA3,18.93,364785068.0,0.08416207390916333
2022-03-31,CSNA3,19.64,268206480.0,0.08115513081521321
2022-04-30,CSNA3,15.89,261450824.0,0.1326085600574276
2022-05-31,CSNA3,17.03,277064810.0,0.09803630495558609
2022-06-30,CSNA3,12.04,310711367.0,0.13867311529987048
2022-07-31,CSNA3,11.47,145800224.0,0.1455549218375255
2022-08-31,CSNA3,10.76,169030416.0,0.06326827605217389
2022-09-30,CSNA3,9.92,134950835.0,0.06864011081132072
2022-10-31,CSNA3,9.57,166625055.0,0.0710995284625407
2022-11-30,CSNA3,12.29,238572599.0,0.14136310003581265
2022-12-31,CSNA3,12.7,151403837.0,0.17735108469621988
2023-01-31,CSNA3,16.14,109356580.0,0.12913245287027025
2023-02-28,CSNA3,14.55,161128314.0,0.1433083610137972
2023-03-31,CSNA3,13.47,110943161.0,0.15472476542098443
2023-04-30,CSNA3,12.4,135685230.0,0.2537690862913441
2023-05-31,CSNA3,11.6,116744987.0,0.24069665933415635
2023-06-30,CSNA3,11.58,361091242.0,0.24109352109727944
2023-07-31,CSNA3,13.21,78314859.0,0.2113052320021676
2023-08-31,CSNA3,11.56,155695507.0,0.241491693716763
2023-09-30,CSNA3,11.59,47980397.0,0.2408949267635914
2023-10-31,CSNA3,11.22,142426125.0,0.24867894650595238
2023-11-30,CSNA3,16.42,148511798.0,0.1515077574640682
2012-12-31,CSRN3,3.68,2000.0,0.09812311956
2013-01-31,CSRN3,3.67,0.0,0.10012563220408163
2013-02-28,CSRN3,3.62,0.0,0.10168198918134715
2013-03-31,CSRN3,4.2,1120.0,0.08760992817857144
2013-04-30,CSRN3,4.2,0.0,0.08760992817857144
2013-05-31,CSRN3,4.15,0.0,0.0267762154
2013-06-30,CSRN3,3.77,0.0,0.02945383694
2013-07-31,CSRN3,3.77,0.0,0.02945383694
2013-08-31,CSRN3,3.59,0.0,0.031004038884210525
2013-09-30,CSRN3,4.48,0.0,0.024792792037037034
2013-10-31,CSRN3,4.48,0.0,0.024792792037037034
2013-11-30,CSRN3,3.78,0.0,0.029395046846307386
2013-12-31,CSRN3,3.78,0.0,0.029395046846307386
2014-01-31,CSRN3,3.66,0.0,0.03269060103157895
2014-02-28,CSRN3,3.66,0.0,0.03269060103157895
2014-03-31,CSRN3,3.47,0.0,0.034468447258601556
2014-04-30,CSRN3,4.2,0.0,0.1277366771734694
2014-05-31,CSRN3,4.2,0.0,0.1277366771734694
2014-06-30,CSRN3,4.31,0.0,0.13037669679000002
2014-07-31,CSRN3,4.31,0.0,0.13037669679000002
2014-08-31,CSRN3,4.31,0.0,0.13037669679000002
2014-09-30,CSRN3,4.31,0.0,0.13037669679000002
2014-10-31,CSRN3,4.0,0.0,0.17937215664444447
2014-11-30,CSRN3,4.0,0.0,0.17937215664444447
2014-12-31,CSRN3,3.6,3320.0,0.19057059781481483
2015-01-31,CSRN3,3.6,0.0,0.19057059781481483
2015-02-28,CSRN3,3.53,7018.0,0.1979002361923077
2015-03-31,CSRN3,4.05,0.0,0.17227922347098215
2015-04-30,CSRN3,4.07,0.0,0.17151353803333336
2015-05-31,CSRN3,4.28,900.0,0.10162717837777778
2015-06-30,CSRN3,4.31,0.0,0.10822835173333334
2015-07-31,CSRN3,4.31,1800.0,0.10822835173333334
2015-08-31,CSRN3,4.29,895.0,0.07413103058100559
2015-09-30,CSRN3,4.29,1790.0,0.1316748725810056
2015-10-31,CSRN3,4.28,0.0,0.13930143139479903
2015-11-30,CSRN3,4.3,0.0,0.13864589524705884
2015-12-31,CSRN3,4.81,0.0,0.12405159048421052
2016-01-31,CSRN3,4.81,0.0,0.10764710682105263
2016-02-29,CSRN3,4.82,2856.0,0.1074209574369748
2016-03-31,CSRN3,5.06,10000.0,0.10226475148
2016-04-30,CSRN3,5.82,0.0,0.0499502561826087
2016-05-31,CSRN3,6.37,0.0,0.09272876074999999
2016-06-30,CSRN3,6.64,0.0,0.08901961032
2016-07-31,CSRN3,7.17,0.0,0.07802478287407408
2016-08-31,CSRN3,7.17,0.0,0.09136303137827716
2016-09-30,CSRN3,7.74,0.0,0.099459722419128
2016-10-31,CSRN3,7.77,0.0,0.06918878992957747
2016-11-30,CSRN3,7.66,0.0,0.07017720121428571
2016-12-31,CSRN3,7.92,0.0,0.07400428938194444
2017-01-31,CSRN3,8.53,0.0,0.06875237207096774
2017-02-28,CSRN3,8.8,0.0,0.06660386044375
2017-03-31,CSRN3,9.01,4604.0,0.0899455025625
2017-04-30,CSRN3,10.14,0.0,0.07995155783333334
2017-05-31,CSRN3,16.89,0.0,0.03003704095031677
2017-06-30,CSRN3,10.54,0.0,0.048145957140566534
2017-07-31,CSRN3,10.77,11139.0,0.0561673510368421
2017-08-31,CSRN3,10.21,0.0,0.05001764406440865
2017-09-30,CSRN3,10.65,0.0,0.061204304238302504
2017-10-31,CSRN3,10.65,0.0,0.061204304238302504
2017-11-30,CSRN3,10.14,0.0,0.05952880924571428
2017-12-31,CSRN3,10.63,0.0,0.05526270351366119
2018-01-31,CSRN3,10.62,0.0,0.05532316599015316
2018-02-28,CSRN3,12.14,0.0,0.048387917430622006
2018-03-31,CSRN3,11.37,0.0,0.05165002422369765
2018-04-30,CSRN3,11.24,0.0,0.05210279568947369
2018-05-31,CSRN3,11.24,0.0,0.05210279568947369
2018-06-30,CSRN3,11.24,0.0,0.05210279568947369
2018-07-31,CSRN3,10.42,0.0,0.05611237892000001
2018-08-31,CSRN3,10.22,0.0,0.057257529510204096
2018-09-30,CSRN3,10.42,0.0,0.05611237892000001
2018-10-31,CSRN3,11.62,1950.0,0.028883513071794875
2018-11-30,CSRN3,10.72,0.0,0.03129047249444445
2018-12-31,CSRN3,10.22,1715.0,0.029766428122448986
2019-01-31,CSRN3,9.87,1643.0,0.04045328857577603
2019-02-28,CSRN3,10.31,0.0,0.03873237361888113
2019-03-31,CSRN3,9.92,0.0,0.04023290141041163
2019-04-30,CSRN3,9.55,18120.0,0.0760867865960265
2019-05-31,CSRN3,10.47,0.0,0.06942057266465257
2019-06-30,CSRN3,10.18,0.0,0.07136089922981366
2019-07-31,CSRN3,11.74,0.0,0.06328584782065218
2019-08-31,CSRN3,11.35,19580.0,0.06541907864606741
2019-09-30,CSRN3,12.33,0.0,0.060241055349198144
2019-10-31,CSRN3,11.16,1750.0,0.06654054856571429
2019-11-30,CSRN3,11.48,1800.0,0.06469219999444445
2019-12-31,CSRN3,11.93,3720.0,0.062270566839572196
2020-01-31,CSRN3,12.52,0.0,0.05893727975384616
2020-02-29,CSRN3,13.42,0.0,0.05498932800000001
2020-03-31,CSRN3,11.55,0.0,0.06384871973333334
2020-04-30,CSRN3,11.53,0.0,0.01742216543429844
2020-05-31,CSRN3,11.07,0.0,0.01814977327146172
2020-06-30,CSRN3,11.49,1790.0,0.017480563754189948
2020-07-31,CSRN3,11.49,0.0,0.007763723145251397
2020-08-31,CSRN3,11.57,0.0,0.00915381248888889
2020-09-30,CSRN3,11.5,5289.0,0.009210096411403019
2020-10-31,CSRN3,10.95,45646.0,0.009669520234741786
2020-11-30,CSRN3,11.24,0.0,0.009420733264722701
2020-12-31,CSRN3,11.23,704671.0,0.009431518305666858
2021-01-31,CSRN3,10.57,0.0,0.01981688414197531
2021-02-28,CSRN3,9.78,0.0,0.021402234873333332
2021-03-31,CSRN3,9.65,20684.0,0.021691454263513512
2021-04-30,CSRN3,10.96,16725.0,0.1110005011633987
2021-05-31,CSRN3,12.03,3360.0,0.10108974213095238
2021-06-30,CSRN3,16.47,251730.0,0.07383946381739132
2021-07-31,CSRN3,15.86,2200.0,0.08431752638636364
2021-08-31,CSRN3,12.87,0.0,0.10247549579831933
2021-09-30,CSRN3,12.43,0.0,0.10610136890951279
2021-10-31,CSRN3,12.43,0.0,0.10610136890951279
2021-11-30,CSRN3,12.16,0.0,0.1084284291641968
2021-12-31,CSRN3,11.69,0.0,0.13708080017621146
2022-01-31,CSRN3,11.46,3086.0,0.1325665894815295
2022-02-28,CSRN3,12.03,11320.0,0.1262655849197531
2022-03-31,CSRN3,14.48,1950.0,0.10489756285641026
2022-04-30,CSRN3,15.03,0.0,0.1554425092888889
2022-05-31,CSRN3,18.37,0.0,0.12718023487272728
2022-06-30,CSRN3,17.12,8200.0,0.13648610571707318
2022-07-31,CSRN3,18.68,13189.0,0.12445605518202245
2022-08-31,CSRN3,19.8,2238.0,0.17545805057640748
2022-09-30,CSRN3,20.34,4498.0,0.17087690043080936
2022-10-31,CSRN3,16.71,5600.0,0.21538830468617018
2022-11-30,CSRN3,17.82,5903.0,0.22349219730182923
2022-12-31,CSRN3,19.38,0.0,0.1892196321542056
2023-01-31,CSRN3,23.66,0.0,0.15441332780384617
2023-02-28,CSRN3,23.93,10376.0,0.1526519590456274
2023-03-31,CSRN3,21.21,18365.0,0.17953498996551723
2023-04-30,CSRN3,21.9,20700.0,0.13024899494782607
2023-05-31,CSRN3,20.47,6420.0,0.13933613413023255
2023-06-30,CSRN3,22.84,19144.0,0.12487398431846602
2023-07-31,CSRN3,31.48,84634.0,0.12588884967477204
2023-08-31,CSRN3,25.94,7788.0,0.11398545493506496
2023-09-30,CSRN3,23.78,4800.0,0.12433913375833335
2023-10-31,CSRN3,26.98,0.0,0.1106215969066076
2023-11-30,CSRN3,27.09,2720.0,0.09734238034558823
2012-12-31,CSRN5,3.23,0.0,0.08588677592592592
2013-01-31,CSRN5,3.21,0.0,0.10793543151
2013-02-28,CSRN5,2.95,0.0,0.11732112120652174
2013-03-31,CSRN5,2.95,0.0,0.11732112120652174
2013-04-30,CSRN5,2.95,0.0,0.11732112120652174
2013-05-31,CSRN5,2.95,0.0,0.11732112120652174
2013-06-30,CSRN5,2.95,0.0,0.11732112120652174
2013-07-31,CSRN5,2.95,0.0,0.11732112120652174
2013-08-31,CSRN5,2.95,0.0,0.11732112120652174
2013-09-30,CSRN5,2.95,0.0,0.11732112120652174
2013-10-31,CSRN5,2.95,0.0,0.11732112120652174
2013-11-30,CSRN5,3.28,0.0,0.03201504015810277
2013-12-31,CSRN5,3.28,0.0,0.03201504015810277
2014-01-31,CSRN5,3.28,0.0,0.03201504015810277
2014-02-28,CSRN5,3.28,0.0,0.03201504015810277
2014-03-31,CSRN5,3.27,0.0,0.03461162927051672
2014-04-30,CSRN5,3.27,0.0,0.03461162927051672
2014-05-31,CSRN5,3.27,0.0,0.03461162927051672
2014-06-30,CSRN5,3.27,0.0,0.03461162927051672
2014-07-31,CSRN5,3.27,0.0,0.03461162927051672
2014-08-31,CSRN5,3.27,0.0,0.03461162927051672
2014-09-30,CSRN5,3.15,40500.0,0.21923263591358022
2014-10-31,CSRN5,3.15,0.0,0.21923263591358022
2014-11-30,CSRN5,3.15,30780.0,0.21923263591358022
2014-12-31,CSRN5,3.08,0.0,0.22478282922784806
2015-01-31,CSRN5,3.09,0.0,0.21769025982051282
2015-02-28,CSRN5,3.13,0.0,0.2149346869113924
2015-03-31,CSRN5,3.13,0.0,0.2149346869113924
2015-04-30,CSRN5,3.14,0.0,0.21466296164348925
2015-05-31,CSRN5,3.14,0.0,0.21466296164348925
2015-06-30,CSRN5,3.14,0.0,0.21466296164348925
2015-07-31,CSRN5,3.14,0.0,0.21466296164348925
2015-08-31,CSRN5,3.14,0.0,0.21466296164348925
2015-09-30,CSRN5,3.14,0.0,0.21466296164348925
2015-10-31,CSRN5,3.61,0.0,0.16409355956962027
2015-11-30,CSRN5,3.61,0.0,0.16409355956962027
2015-12-31,CSRN5,3.61,0.0,0.16409355956962027
2016-01-31,CSRN5,3.61,0.0,0.16409355956962027
2016-02-29,CSRN5,3.92,54300.0,0.13141498438084112
2016-03-31,CSRN5,3.92,0.0,0.13141498438084112
2016-04-30,CSRN5,3.92,0.0,0.13141498438084112
2016-05-31,CSRN5,5.26,0.0,0.11428754826330531
2016-06-30,CSRN5,5.26,0.0,0.11428754826330531
2016-07-31,CSRN5,5.26,0.0,0.11428754826330531
2016-08-31,CSRN5,5.26,0.0,0.11428754826330531
2016-09-30,CSRN5,5.26,0.0,0.11428754826330531
2016-10-31,CSRN5,7.2,0.0,0.07681086700071073
2016-11-30,CSRN5,7.22,0.0,0.0765931182636428
2016-12-31,CSRN5,7.22,0.0,0.07653887384560906
2017-01-31,CSRN5,7.22,0.0,0.07653887384560906
2017-02-28,CSRN5,7.22,0.0,0.07653887384560906
2017-03-31,CSRN5,7.43,0.0,0.11291304173323824
2017-04-30,CSRN5,7.43,0.0,0.11291304173323824
2017-05-31,CSRN5,7.43,0.0,0.11291304173323824
2017-06-30,CSRN5,7.43,0.0,0.11291304173323824
2017-07-31,CSRN5,7.43,0.0,0.11291304173323824
2017-08-31,CSRN5,7.43,0.0,0.11291304173323824
2017-09-30,CSRN5,11.81,0.0,0.05779675960298926
2017-10-31,CSRN5,11.81,0.0,0.05779675960298926
2017-11-30,CSRN5,11.81,0.0,0.05779675960298926
2017-12-31,CSRN5,11.81,0.0,0.05779675960298926
2018-01-31,CSRN5,11.81,0.0,0.05779675960298926
2018-02-28,CSRN5,11.81,0.0,0.05779675960298926
2018-03-31,CSRN5,11.81,0.0,0.05779675960298926
2018-04-30,CSRN5,10.26,0.0,0.05976665367727772
2018-05-31,CSRN5,10.26,0.0,0.05976665367727772
2018-06-30,CSRN5,10.26,0.0,0.05976665367727772
2018-07-31,CSRN5,9.67,0.0,0.06346435336075207
2018-08-31,CSRN5,9.67,0.0,0.06346435336075207
2018-09-30,CSRN5,9.67,0.0,0.06346435336075207
2018-10-31,CSRN5,9.6,0.0,0.03665984351479291
2018-11-30,CSRN5,9.37,0.0,0.037548566993939395
2018-12-31,CSRN5,9.08,0.0,0.03511842817385866
2019-01-31,CSRN5,10.65,1859.0,0.039328256288327056
2019-02-28,CSRN5,9.8,0.0,0.04275510435087719
2019-03-31,CSRN5,9.8,0.0,0.04275510435087719
2019-04-30,CSRN5,9.73,0.0,0.07864352988799003
2019-05-31,CSRN5,9.45,0.0,0.08101291828846154
2019-06-30,CSRN5,9.45,0.0,0.08101291828846154
2019-07-31,CSRN5,10.71,0.0,0.07315280182181609
2019-08-31,CSRN5,10.71,0.0,0.07315280182181609
2019-09-30,CSRN5,10.71,0.0,0.07315280182181609
2019-10-31,CSRN5,11.01,0.0,0.07116141999444443
2019-11-30,CSRN5,11.01,0.0,0.07116141999444443
2019-12-31,CSRN5,11.01,0.0,0.07116141999444443
2020-01-31,CSRN5,12.94,0.0,0.06020022146666667
2020-02-29,CSRN5,12.94,0.0,0.06020022146666667
2020-03-31,CSRN5,12.94,0.0,0.06020022146666667
2020-04-30,CSRN5,12.94,0.0,0.06020022146666667
2020-05-31,CSRN5,12.94,0.0,0.06020022146666667
2020-06-30,CSRN5,12.94,0.0,0.06020022146666667
2020-07-31,CSRN5,12.94,0.0,0.06020022146666667
2020-08-31,CSRN5,10.35,0.0,0.010807721371496722
2020-09-30,CSRN5,10.36,0.0,0.010794847373436571
2020-10-31,CSRN5,10.8,0.0,0.010356884994285715
2020-11-30,CSRN5,10.26,0.0,0.010905263983152828
2020-12-31,CSRN5,11.1,348747.0,0.010074790850472486
2021-01-31,CSRN5,9.98,6364.0,0.02219590668761785
2021-02-28,CSRN5,10.04,3130.0,0.0220710547125
2021-03-31,CSRN5,9.45,1506.0,0.02344866370517928
2021-04-30,CSRN5,10.72,1545.0,0.12091510906796116
2021-05-31,CSRN5,11.58,0.0,0.11193160186339124
2021-06-30,CSRN5,16.65,186514.0,0.07783910146249999
2021-07-31,CSRN5,16.68,2390.0,0.08537590540167363
2021-08-31,CSRN5,12.21,0.0,0.1149775063142857
2021-09-30,CSRN5,11.18,0.0,0.1255996479712859
2021-10-31,CSRN5,11.86,0.0,0.11835919767647057
2021-11-30,CSRN5,10.68,0.0,0.13151021964052287
2021-12-31,CSRN5,10.9,0.0,0.15722016448818898
2022-01-31,CSRN5,10.9,0.0,0.15711706929836067
2022-02-28,CSRN5,13.0,0.0,0.1250029291
2022-03-31,CSRN5,13.72,0.0,0.11842382756842103
2022-04-30,CSRN5,14.96,0.0,0.16910778482967034
2022-05-31,CSRN5,17.67,0.0,0.14315170622790696
2022-06-30,CSRN5,16.11,0.0,0.1570286573418367
2022-07-31,CSRN5,18.16,13039.0,0.13870956059198541
2022-08-31,CSRN5,17.77,0.0,0.21267485421467258
2022-09-30,CSRN5,20.12,0.0,0.18788283119182253
2022-10-31,CSRN5,16.7,5700.0,0.23443316531578948
2022-11-30,CSRN5,18.4,8169.0,0.23600776035609758
2022-12-31,CSRN5,17.32,0.0,0.23078912647668393
2023-01-31,CSRN5,22.09,0.0,0.1802539255265306
2023-02-28,CSRN5,21.69,0.0,0.18355033979218618
2023-03-31,CSRN5,21.71,0.0,0.19138399933583958
2023-04-30,CSRN5,24.1,0.0,0.1291767766522932
2023-05-31,CSRN5,24.36,0.0,0.12777431455602947
2023-06-30,CSRN5,24.54,0.0,0.12683986036951503
2023-07-31,CSRN5,28.01,11835.0,0.15443788033559322
2023-08-31,CSRN5,28.01,0.0,0.15443788033559322
2023-09-30,CSRN5,28.01,0.0,0.15443788033559322
2023-10-31,CSRN5,25.01,0.0,0.1312266308240446
2023-11-30,CSRN5,27.87,0.0,0.10401728642857144
2012-12-31,CSRN6,3.42,0.0,0.08010893827272726
2013-01-31,CSRN6,3.17,0.0,0.10761259372881357
2013-02-28,CSRN6,2.63,0.0,0.1298861991696751
2013-03-31,CSRN6,3.02,9540.0,0.11313986531446542
2013-04-30,CSRN6,3.02,0.0,0.11313986531446542
2013-05-31,CSRN6,2.88,900.0,0.03599913404444444
2013-06-30,CSRN6,2.88,0.0,0.03599913404444444
2013-07-31,CSRN6,2.88,0.0,0.03599913404444444
2013-08-31,CSRN6,2.88,0.0,0.03599913404444444
2013-09-30,CSRN6,2.88,0.0,0.03599913404444444
2013-10-31,CSRN6,2.88,0.0,0.03599913404444444
2013-11-30,CSRN6,2.88,0.0,0.03599913404444444
2013-12-31,CSRN6,2.88,0.0,0.03599913404444444
2014-01-31,CSRN6,2.88,0.0,0.03599913404444444
2014-02-28,CSRN6,2.88,0.0,0.03599913404444444
2014-03-31,CSRN6,2.99,0.0,0.037416953001095286
2014-04-30,CSRN6,2.99,0.0,0.037416953001095286
2014-05-31,CSRN6,2.99,0.0,0.037416953001095286
2014-06-30,CSRN6,2.99,0.0,0.037416953001095286
2014-07-31,CSRN6,2.99,0.0,0.037416953001095286
2014-08-31,CSRN6,2.99,0.0,0.037416953001095286
2014-09-30,CSRN6,2.99,0.0,0.037416953001095286
2014-10-31,CSRN6,2.99,0.0,0.037416953001095286
2014-11-30,CSRN6,2.99,0.0,0.037416953001095286
2014-12-31,CSRN6,3.55,0.0,0.19514113746153844
2015-01-31,CSRN6,3.55,0.0,0.19514113746153844
2015-02-28,CSRN6,3.13,0.0,0.2149346869113924
2015-03-31,CSRN6,3.13,0.0,0.2149346869113924
2015-04-30,CSRN6,3.13,0.0,0.21466296164348925
2015-05-31,CSRN6,3.13,0.0,0.21466296164348925
2015-06-30,CSRN6,3.13,0.0,0.21466296164348925
2015-07-31,CSRN6,3.13,0.0,0.21466296164348925
2015-08-31,CSRN6,3.49,0.0,0.0890024385487805
2015-09-30,CSRN6,3.49,0.0,0.0890024385487805
2015-10-31,CSRN6,3.74,0.0,0.1580901366585366
2015-11-30,CSRN6,3.74,0.0,0.1580901366585366
2015-12-31,CSRN6,3.74,0.0,0.1580901366585366
2016-01-31,CSRN6,3.74,0.0,0.1580901366585366
2016-02-29,CSRN6,3.74,0.0,0.1580901366585366
2016-03-31,CSRN6,3.74,0.0,0.1580901366585366
2016-04-30,CSRN6,4.53,0.0,0.11305650917587941
2016-05-31,CSRN6,4.53,0.0,0.11305650917587941
2016-06-30,CSRN6,4.53,0.0,0.11305650917587941
2016-07-31,CSRN6,5.33,0.0,0.10533345688181818
2016-08-31,CSRN6,5.41,0.0,0.1219696468909091
2016-09-30,CSRN6,5.41,0.0,0.1219696468909091
2016-10-31,CSRN6,6.03,0.0,0.08229865670549084
2016-11-30,CSRN6,6.82,0.0,0.07993556943047336
2016-12-31,CSRN6,7.07,0.0,0.07708480019258201
2017-01-31,CSRN6,7.07,0.0,0.07708480019258201
2017-02-28,CSRN6,7.07,0.0,0.07708480019258201
2017-03-31,CSRN6,7.07,0.0,0.07708480019258201
2017-04-30,CSRN6,7.33,0.0,0.11291304173323824
2017-05-31,CSRN6,7.33,0.0,0.11291304173323824
2017-06-30,CSRN6,7.33,0.0,0.11291304173323824
2017-07-31,CSRN6,7.33,0.0,0.11291304173323824
2017-08-31,CSRN6,7.33,0.0,0.11291304173323824
2017-09-30,CSRN6,7.33,0.0,0.11291304173323824
2017-10-31,CSRN6,7.33,0.0,0.11291304173323824
2017-11-30,CSRN6,7.33,0.0,0.11291304173323824
2017-12-31,CSRN6,7.33,0.0,0.11291304173323824
2018-01-31,CSRN6,7.33,0.0,0.11291304173323824
2018-02-28,CSRN6,7.47,0.0,0.08161689081438003
2018-03-31,CSRN6,7.47,0.0,0.08161689081438003
2018-04-30,CSRN6,8.46,0.0,0.07254819653564291
2018-05-31,CSRN6,9.31,1652.0,0.06591697518159807
2018-06-30,CSRN6,9.31,0.0,0.06591697518159807
2018-07-31,CSRN6,9.1,0.0,0.06751020588750001
2018-08-31,CSRN6,9.1,0.0,0.06751020588750001
2018-09-30,CSRN6,9.4,0.0,0.06538518730024213
2018-10-31,CSRN6,9.4,0.0,0.06538518730024213
2018-11-30,CSRN6,9.4,0.0,0.06538518730024213
2018-12-31,CSRN6,9.4,0.0,0.06538518730024213
2019-01-31,CSRN6,9.4,0.0,0.06538518730024213
2019-02-28,CSRN6,9.4,0.0,0.06538518730024213
2019-03-31,CSRN6,9.4,0.0,0.06538518730024213
2019-04-30,CSRN6,9.4,0.0,0.06538518730024213
2019-05-31,CSRN6,9.12,1500.0,0.08425343501999999
2019-06-30,CSRN6,9.61,0.0,0.07988631639064475
2019-07-31,CSRN6,10.29,0.0,0.07638077280262373
2019-08-31,CSRN6,10.37,0.0,0.07574840685393258
2019-09-30,CSRN6,10.37,0.0,0.07574840685393258
2019-10-31,CSRN6,10.46,0.0,0.07508238920867526
2019-11-30,CSRN6,10.46,0.0,0.07508238920867526
2019-12-31,CSRN6,10.46,0.0,0.07508238920867526
2020-01-31,CSRN6,11.78,0.0,0.06632763120671564
2020-02-29,CSRN6,11.78,0.0,0.06632763120671564
2020-03-31,CSRN6,11.78,0.0,0.06632763120671564
2020-04-30,CSRN6,11.78,0.0,0.06632763120671564
2020-05-31,CSRN6,11.78,0.0,0.06632763120671564
2020-06-30,CSRN6,11.43,0.0,0.01861505140075717
2020-07-31,CSRN6,11.43,0.0,0.01861505140075717
2020-08-31,CSRN6,10.58,0.0,0.010605353270918667
2020-09-30,CSRN6,10.34,0.0,0.010853023197604792
2020-10-31,CSRN6,10.71,0.0,0.010476617768786127
2020-11-30,CSRN6,10.16,0.0,0.011044819463741622
2020-12-31,CSRN6,10.65,82002.0,0.01053140542707728
2021-01-31,CSRN6,10.32,1639.0,0.02154587403294692
2021-02-28,CSRN6,9.94,0.0,0.02235043515189873
2021-03-31,CSRN6,9.63,1530.0,0.023080841529411762
2021-04-30,CSRN6,10.45,18158.0,0.12437672670439413
2021-05-31,CSRN6,11.13,0.0,0.11675865219374999
2021-06-30,CSRN6,38.26,0.0,0.03397233015275504
2021-07-31,CSRN6,30.7,0.0,0.04637463952499999
2021-08-31,CSRN6,14.3,0.0,0.0981515297804878
2021-09-30,CSRN6,12.31,0.0,0.11406498642290248
2021-10-31,CSRN6,12.0,0.0,0.1169829279360465
2021-11-30,CSRN6,10.26,0.0,0.136877983707483
2021-12-31,CSRN6,12.23,0.0,0.13946654870779976
2022-01-31,CSRN6,11.57,0.0,0.13975482756521737
2022-02-28,CSRN6,13.65,0.0,0.11842382756842103
2022-03-31,CSRN6,13.65,0.0,0.11842382756842103
2022-04-30,CSRN6,14.72,0.0,0.17098676021666667
2022-05-31,CSRN6,15.59,0.0,0.16139285180388044
2022-06-30,CSRN6,17.99,0.0,0.1398982583590909
2022-07-31,CSRN6,18.91,8820.0,0.1324374761130435
2022-08-31,CSRN6,21.68,0.0,0.17291538387109687
2022-09-30,CSRN6,17.36,0.0,0.215971314455
2022-10-31,CSRN6,18.57,0.0,0.2094137348848143
2022-11-30,CSRN6,18.67,0.0,0.23038852796666667
2022-12-31,CSRN6,18.67,0.0,0.23038852796666667
2023-01-31,CSRN6,21.0,2349.0,0.1880043071690081
2023-02-28,CSRN6,21.72,2430.0,0.18173749693004113
2023-03-31,CSRN6,21.58,0.0,0.19090553933749999
2023-04-30,CSRN6,20.69,0.0,0.1432116285267275
2023-05-31,CSRN6,20.26,0.0,0.15326974755348838
2023-06-30,CSRN6,20.95,0.0,0.14823659794871796
2023-07-31,CSRN6,27.49,14337.0,0.15710060241034482
2023-08-31,CSRN6,27.34,0.0,0.1189330844710145
2023-09-30,CSRN6,27.34,0.0,0.1189330844710145
2023-10-31,CSRN6,27.86,0.0,0.11772903451071429
2023-11-30,CSRN6,26.87,0.0,0.10786977851851853
2022-09-30,CSUD3,12.81,1919367.0,0.06208369067615658
2022-10-31,CSUD3,13.72,1481139.0,0.05854200362416107
2022-11-30,CSUD3,11.47,1250956.0,0.07000608780096307
2022-12-31,CSUD3,11.23,803218.0,0.06352823672131148
2023-01-31,CSUD3,10.41,609834.0,0.08350063169203222
2023-02-28,CSUD3,9.74,461113.0,0.0891684565965583
2023-03-31,CSUD3,9.13,1332597.0,0.10134253088842975
2023-04-30,CSUD3,10.85,843449.0,0.08182218008695653
2023-05-31,CSUD3,12.82,685238.0,0.07144685429005315
2023-06-30,CSUD3,12.92,680318.0,0.07393205163498098
2023-07-31,CSUD3,15.6,1540569.0,0.061260647700063016
2023-08-31,CSUD3,16.19,1284846.0,0.05902893011536127
2023-09-30,CSUD3,15.5,638073.0,0.07305718643634036
2023-10-31,CSUD3,15.87,1129667.0,0.061514141
2023-11-30,CSUD3,18.73,932697.0,0.052103031021704604
2012-12-31,CTIP3,21.25,32503653.0,0.011548743493501379
2013-01-31,CTIP3,20.96,33441046.0,0.011705492906187625
2013-02-28,CTIP3,20.0,23112603.0,0.012268727920502093
2013-03-31,CTIP3,20.13,33324347.0,0.012180272966666668
2013-04-30,CTIP3,20.25,46192976.0,0.022382440435875946
2013-05-31,CTIP3,19.73,65150633.0,0.022969678658064516
2013-06-30,CTIP3,19.43,37223280.0,0.02328481711033275
2013-07-31,CTIP3,19.57,19072371.0,0.023122835773913043
2013-08-31,CTIP3,19.91,53574889.0,0.022727573623931626
2013-09-30,CTIP3,20.03,35204136.0,0.02277238942504259
2013-10-31,CTIP3,21.19,41926291.0,0.021525591936392915
